SALE DATE,RECEIPT NO,ORDERTYPE NAME,ITEM NAME,CATEGORY NAME,COST PRICE,SELLING PRICE,ITEM QUANTITY,ITEM AMOUNT,TAX AMOUNT,LOCATION,EXPECTED_REVENUE,REVENUE_LEAKAGE,TOTAL_COST,TRUE_PROFIT,IS_DEFECT,IS_SYSTEM_ERROR,Sigma_Level,Yield,Defect_Count
2019-03-08,BL74,On Shop, T-shirt,Semi Formal,16433,16633,1,16633,0,Bangalore,16633,0,16433,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL76,On Shop, Chain,Accessories,4403,4603,1,600,0,Hyderabad,4603,4003,4403,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL76,On Shop, Jeans - Zara,Casual Wear,3251,3451,1,900,0,Hyderabad,3451,2551,3251,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL43,On Shop, Jeans - Levis,Casual Wear,852,1052,1,1052,0,Chennai,1052,0,852,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL74,On Shop, T-shirt,Semi Formal,16414,16614,1,16614,0,Bangalore,16614,0,16414,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL75,On Shop, Shirt - PE,Semi Formal,15774,15974,1,15974,0,Bangalore,15974,0,15774,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL75,On Shop, Shirt - Arrow,Formal,3289,3489,1,3489,0,Bangalore,3489,0,3289,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL75,On Shop, Jeans - Lega,Casual Wear,16398,16598,1,16598,0,Chennai,16598,0,16398,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL76,On Shop, Chain,Accessories,16615,16815,1,16815,0,Bangalore,16815,0,16615,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL76,On Shop, Jeans - Zara,Casual Wear,13197,13397,1,13397,0,Chennai,13397,0,13197,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL42,On Shop, Shirt - Arrow,Formal,12659,12859,1,12859,0,Chennai,12859,0,12659,200,False,False,5.219016485455709,1.0,0
2019-03-08,LN43,On Shop, Shirt - PE,Semi Formal,4488,4688,1,4688,0,Chennai,4688,0,4488,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL55,On Shop, T-shirt,Semi Formal,8840,9040,1,600,0,Chennai,9040,8440,8840,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL75,On Shop, Jeans - Lega,Casual Wear,12687,12887,1,1000,0,Hyderabad,12887,11887,12687,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL66,On Shop, Jeans - Lega,Casual Wear,13810,14010,1,14010,0,Chennai,14010,0,13810,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL66,On Shop, Wallet,Accessories,14505,14705,1,14705,0,Bangalore,14705,0,14505,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL66,On Shop, Jeans - Levis,Casual Wear,9243,9443,1,9443,0,Chennai,9443,0,9243,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL50,On Shop, Jeans - Levis,Casual Wear,2829,3029,1,3029,0,Hyderabad,3029,0,2829,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL50,On Shop, Jeans - Zara,Casual Wear,17894,18094,1,18094,0,Bangalore,18094,0,17894,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL50,On Shop, Jeans - Lega,Casual Wear,1233,1433,1,1433,0,Chennai,1433,0,1233,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL51,On Shop, shirt,Formal,17331,17531,1,17531,0,Chennai,17531,0,17331,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL51,On Shop, T-shirt,Semi Formal,9752,9952,1,9952,0,Hyderabad,9952,0,9752,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL52,On Shop, Jeans - Zara,Casual Wear,14967,15167,1,15167,0,Hyderabad,15167,0,14967,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL52,On Shop, Jeans - Lega,Casual Wear,939,1139,1,1139,0,Chennai,1139,0,939,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL53,On Shop, Jeans - Zara,Casual Wear,10879,11079,1,11079,0,Bangalore,11079,0,10879,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL53,On Shop, Jeans - Denim,Casual Wear,12453,12653,1,12653,0,Hyderabad,12653,0,12453,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL53,On Shop, T-shirt,Semi Formal,8125,8325,1,8325,0,Chennai,8325,0,8125,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL53,On Shop, Wallet,Accessories,17537,17737,1,17737,0,Bangalore,17737,0,17537,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL54,On Shop, Wallet,Accessories,7879,8079,1,8079,0,Hyderabad,8079,0,7879,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL54,On Shop, Shirt - PE,Semi Formal,14896,15096,1,15096,0,Bangalore,15096,0,14896,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL56,On Shop, Wallet,Accessories,10813,11013,1,11013,0,Chennai,11013,0,10813,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL57,On Shop, Jeans - Zara,Casual Wear,16923,17123,1,17123,0,Bangalore,17123,0,16923,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL58,On Shop, Jeans - Levis,Casual Wear,7870,8070,1,8070,0,Hyderabad,8070,0,7870,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL58,On Shop, Wallet,Accessories,12005,12205,1,12205,0,Hyderabad,12205,0,12005,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL59,On Shop, T-shirt,Semi Formal,4677,4877,1,4877,0,Chennai,4877,0,4677,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL59,On Shop, Jeans - Zara,Casual Wear,8873,9073,1,9073,0,Bangalore,9073,0,8873,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL60,On Shop, Wallet,Accessories,5756,5956,1,5956,0,Chennai,5956,0,5756,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL61,On Shop, Wallet,Accessories,13736,13936,1,13936,0,Hyderabad,13936,0,13736,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL62,On Shop, T-shirt,Semi Formal,14563,14763,1,14763,0,Bangalore,14763,0,14563,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL63,On Shop, T-shirt,Semi Formal,3212,3412,1,3412,0,Bangalore,3412,0,3212,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL64,On Shop, Shirt - PE,Semi Formal,13875,14075,1,14075,0,Hyderabad,14075,0,13875,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL64,On Shop, shirt,Formal,10124,10324,1,10324,0,Hyderabad,10324,0,10124,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL65,On Shop, Wallet,Accessories,10006,10206,1,10206,0,Bangalore,10206,0,10006,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL65,On Shop, Wallet,Accessories,1853,2053,1,2053,0,Bangalore,2053,0,1853,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL49,On Shop, Wallet,Accessories,1702,1902,1,1902,0,Hyderabad,1902,0,1702,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL54,On Shop, Shirt - PE,Semi Formal,13718,13918,1,800,0,Chennai,13918,13118,13718,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL42,On Shop, Shirt - Arrow,Formal,11767,11967,1,11967,0,Hyderabad,11967,0,11767,200,False,False,5.219016485455709,1.0,0
2019-03-08,BL53,On Shop, Wallet,Accessories,1987,2187,1,900,0,Bangalore,2187,1287,1987,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL47,On Shop, Shirt - Arrow,Formal,11884,12084,1,1200,0,Chennai,12084,10884,11884,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL47,On Shop, Jeans - Denim,Casual Wear,7931,8131,1,900,0,Hyderabad,8131,7231,7931,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL46,On Shop, Wallet,Accessories,5896,6096,1,800,0,Bangalore,6096,5296,5896,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL46,On Shop, Shirt - Arrow,Formal,4292,4492,1,1200,0,Chennai,4492,3292,4292,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL46,On Shop, Jeans - Zara,Casual Wear,18636,18836,1,900,0,Bangalore,18836,17936,18636,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL46,On Shop, Wallet,Accessories,17678,17878,1,800,0,Bangalore,17878,17078,17678,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL45,On Shop, T-shirt,Semi Formal,11512,11712,1,600,0,Chennai,11712,11112,11512,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL45,On Shop, Wallet,Accessories,8758,8958,1,800,0,Hyderabad,8958,8158,8758,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL45,On Shop, Jeans - Zara,Casual Wear,15405,15605,1,900,0,Hyderabad,15605,14705,15405,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL45,On Shop, Wallet,Accessories,14357,14557,1,900,0,Bangalore,14557,13657,14357,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL44,On Shop, Jeans - Levis,Casual Wear,3316,3516,1,1100,0,Chennai,3516,2416,3316,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL43,On Shop, Jeans - Levis,Casual Wear,6935,7135,1,1100,0,Chennai,7135,6035,6935,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL42,On Shop, Shirt - Arrow,Formal,17495,17695,1,1200,0,Chennai,17695,16495,17495,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL42,On Shop, Shirt - Arrow,Formal,14152,14352,1,1200,0,Chennai,14352,13152,14152,200,False,True,5.219016485455709,1.0,1
2019-03-08,LN43,On Shop, Shirt - PE,Semi Formal,17128,17328,1,800,0,Bangalore,17328,16528,17128,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL47,On Shop, Jeans - Levis,Casual Wear,4590,4790,1,1100,0,Bangalore,4790,3690,4590,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL47,On Shop, Shirt - Arrow,Formal,12097,12297,1,1200,0,Bangalore,12297,11097,12097,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL54,On Shop, Wallet,Accessories,13109,13309,1,800,0,Hyderabad,13309,12509,13109,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL48,On Shop, Shirt - Arrow,Formal,17926,18126,1,1200,0,Bangalore,18126,16926,17926,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL53,On Shop, T-shirt,Semi Formal,2032,2232,1,600,0,Chennai,2232,1632,2032,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL53,On Shop, Jeans - Denim,Casual Wear,2268,2468,1,900,0,Bangalore,2468,1568,2268,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL53,On Shop, Jeans - Zara,Casual Wear,15645,15845,1,900,0,Chennai,15845,14945,15645,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL47,On Shop, Jeans - Zara,Casual Wear,14822,15022,1,900,0,Hyderabad,15022,14122,14822,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL52,On Shop, Jeans - Zara,Casual Wear,5346,5546,1,900,0,Hyderabad,5546,4646,5346,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL51,On Shop, T-shirt,Semi Formal,14124,14324,1,600,0,Chennai,14324,13724,14124,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL51,On Shop, shirt,Formal,6173,6373,1,850,0,Chennai,6373,5523,6173,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL52,On Shop, Jeans - Lega,Casual Wear,13781,13981,1,1000,0,Hyderabad,13981,12981,13781,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL50,On Shop, Jeans - Zara,Casual Wear,4315,4515,1,900,0,Hyderabad,4515,3615,4315,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL50,On Shop, Jeans - Levis,Casual Wear,12972,13172,1,1100,0,Chennai,13172,12072,12972,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL50,On Shop, Shirt - PE,Semi Formal,14328,14528,1,800,0,Chennai,14528,13728,14328,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL49,On Shop, Wallet,Accessories,1797,1997,1,900,0,Hyderabad,1997,1097,1797,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL49,On Shop, T-shirt,Semi Formal,4147,4347,1,600,0,Hyderabad,4347,3747,4147,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL49,On Shop, Jeans - Denim,Casual Wear,14656,14856,1,900,0,Hyderabad,14856,13956,14656,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL49,On Shop, Jeans - Levis,Casual Wear,8947,9147,1,1100,0,Bangalore,9147,8047,8947,200,False,True,5.219016485455709,1.0,1
2019-03-08,BL50,On Shop, Jeans - Lega,Casual Wear,4987,5187,1,1000,0,Hyderabad,5187,4187,4987,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL86,On Shop, T-shirt,Semi Formal,5871,6071,1,6071,0,Hyderabad,6071,0,5871,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL87,On Shop, Jeans - Denim,Casual Wear,12639,12839,1,12839,0,Hyderabad,12839,0,12639,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL88,On Shop, T-shirt,Semi Formal,13893,14093,1,14093,0,Bangalore,14093,0,13893,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL92,On Shop, T-shirt,Semi Formal,4468,4668,1,4668,0,Bangalore,4668,0,4468,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL90,On Shop, Jeans - Levis,Casual Wear,9581,9781,2,19562,0,Bangalore,19562,0,19162,400,False,False,5.219016485455709,1.0,0
2019-03-09,BL91,On Shop, T-shirt,Semi Formal,8599,8799,1,8799,0,Chennai,8799,0,8599,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL93,On Shop, Jeans - Zara,Casual Wear,17200,17400,1,17400,0,Bangalore,17400,0,17200,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL89,On Shop, Jeans - Zara,Casual Wear,6689,6889,1,6889,0,Chennai,6889,0,6689,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL85,On Shop, Jeans - Lega,Casual Wear,6550,6750,1,6750,0,Bangalore,6750,0,6550,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL81,On Shop, Jeans - Lega,Casual Wear,16086,16286,1,16286,0,Hyderabad,16286,0,16086,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL84,On Shop, Jeans - Levis,Casual Wear,13200,13400,1,13400,0,Hyderabad,13400,0,13200,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL83,On Shop, Jeans - Denim,Casual Wear,9631,9831,1,9831,0,Chennai,9831,0,9631,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL83,On Shop, Jeans - Zara,Casual Wear,14755,14955,1,14955,0,Bangalore,14955,0,14755,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL83,On Shop, Jeans - Levis,Casual Wear,1017,1217,1,1217,0,Bangalore,1217,0,1017,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL83,On Shop, Jeans - Lega,Casual Wear,12287,12487,1,12487,0,Chennai,12487,0,12287,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL82,On Shop, Jeans - Levis,Casual Wear,4913,5113,1,5113,0,Chennai,5113,0,4913,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL94,On Shop, Jeans - Levis,Casual Wear,11344,11544,1,11544,0,Bangalore,11544,0,11344,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL80,On Shop, Jeans - Levis,Casual Wear,1067,1267,1,1267,0,Bangalore,1267,0,1067,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL80,On Shop, Jeans - Zara,Casual Wear,11834,12034,1,12034,0,Chennai,12034,0,11834,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL79,On Shop, shirt,Formal,9240,9440,1,9440,0,Chennai,9440,0,9240,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL85,On Shop, Jeans - Levis,Casual Wear,1727,1927,1,1927,0,Chennai,1927,0,1727,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL94,On Shop, T-shirt,Semi Formal,15679,15879,1,15879,0,Bangalore,15879,0,15679,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL95,On Shop, shirt,Formal,8261,8461,1,8461,0,Hyderabad,8461,0,8261,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL94,On Shop, T-shirt,Semi Formal,13752,13952,1,13952,0,Bangalore,13952,0,13752,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL100,On Shop, Jeans - Denim,Casual Wear,8747,8947,1,8947,0,Hyderabad,8947,0,8747,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL100,On Shop, Jeans - Denim,Casual Wear,16614,16814,1,16814,0,Hyderabad,16814,0,16614,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL99,On Shop, Shirt - PE,Semi Formal,2127,2327,1,2327,0,Bangalore,2327,0,2127,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL99,On Shop, shirt,Formal,7187,7387,1,7387,0,Bangalore,7387,0,7187,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL98,On Shop, Jeans - Denim,Casual Wear,14325,14525,2,29050,0,Bangalore,29050,0,28650,400,False,False,5.219016485455709,1.0,0
2019-03-09,BL98,On Shop, Chain,Accessories,16858,17058,1,17058,0,Chennai,17058,0,16858,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL98,On Shop, Jeans - Lega,Casual Wear,14205,14405,1,14405,0,Hyderabad,14405,0,14205,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL97,On Shop, Wallet,Accessories,16980,17180,1,17180,0,Chennai,17180,0,16980,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL97,On Shop, Wallet,Accessories,9640,9840,1,9840,0,Hyderabad,9840,0,9640,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL96,On Shop, Jeans - Levis,Casual Wear,9436,9636,1,9636,0,Hyderabad,9636,0,9436,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL95,On Shop, Jeans - Denim,Casual Wear,7535,7735,1,7735,0,Bangalore,7735,0,7535,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL95,On Shop, Jeans - Levis,Casual Wear,8354,8554,1,8554,0,Bangalore,8554,0,8354,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL95,On Shop, Jeans - Zara,Casual Wear,6908,7108,1,7108,0,Hyderabad,7108,0,6908,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL95,On Shop, Shirt - PE,Semi Formal,12524,12724,1,12724,0,Chennai,12724,0,12524,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL95,On Shop, Shirt - Arrow,Formal,16342,16542,1,16542,0,Bangalore,16542,0,16342,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL100,On Shop, Jeans - Denim,Casual Wear,708,908,1,900,0,Bangalore,908,8,708,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL95,On Shop, Jeans - Levis,Casual Wear,12416,12616,1,12616,0,Chennai,12616,0,12416,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL94,On Shop, Jeans - Levis,Casual Wear,18239,18439,3,55317,0,Hyderabad,55317,0,54717,600,False,False,5.219016485455709,1.0,0
2019-03-09,BL94,On Shop, T-shirt,Semi Formal,7733,7933,1,7933,0,Chennai,7933,0,7733,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL94,On Shop, Chain,Accessories,17806,18006,2,36012,0,Hyderabad,36012,0,35612,400,False,False,5.219016485455709,1.0,0
2019-03-09,BL94,On Shop, Chain,Accessories,2006,2206,1,2206,0,Hyderabad,2206,0,2006,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL94,On Shop, Chain,Accessories,5468,5668,1,5668,0,Hyderabad,5668,0,5468,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL100,On Shop, Jeans - Denim,Casual Wear,4803,5003,1,900,0,Chennai,5003,4103,4803,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL86,On Shop, Jeans - Denim,Casual Wear,9106,9306,1,9306,0,Bangalore,9306,0,9106,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL99,On Shop, shirt,Formal,15087,15287,1,850,0,Chennai,15287,14437,15087,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL86,On Shop, T-shirt,Semi Formal,4564,4764,1,600,0,Bangalore,4764,4164,4564,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL86,On Shop, Jeans - Denim,Casual Wear,7163,7363,1,900,0,Hyderabad,7363,6463,7163,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL85,On Shop, Jeans - Lega,Casual Wear,15487,15687,1,1000,0,Chennai,15687,14687,15487,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL85,On Shop, Jeans - Levis,Casual Wear,8302,8502,1,1100,0,Hyderabad,8502,7402,8302,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL84,On Shop, Jeans - Levis,Casual Wear,13519,13719,1,1100,0,Chennai,13719,12619,13519,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL83,On Shop, Jeans - Denim,Casual Wear,9452,9652,1,900,0,Bangalore,9652,8752,9452,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL83,On Shop, Jeans - Zara,Casual Wear,5537,5737,1,900,0,Chennai,5737,4837,5537,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL83,On Shop, Jeans - Levis,Casual Wear,13832,14032,1,1100,0,Hyderabad,14032,12932,13832,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL83,On Shop, Jeans - Lega,Casual Wear,1381,1581,1,1000,0,Hyderabad,1581,581,1381,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL82,On Shop, Jeans - Levis,Casual Wear,12713,12913,1,1100,0,Hyderabad,12913,11813,12713,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL81,On Shop, Jeans - Lega,Casual Wear,5295,5495,1,1000,0,Hyderabad,5495,4495,5295,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL81,On Shop, Jeans - Zara,Casual Wear,14158,14358,1,900,0,Hyderabad,14358,13458,14158,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL80,On Shop, Jeans - Levis,Casual Wear,11350,11550,1,1100,0,Chennai,11550,10450,11350,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL80,On Shop, Jeans - Zara,Casual Wear,12519,12719,1,900,0,Chennai,12719,11819,12519,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL79,On Shop, shirt,Formal,18736,18936,1,850,0,Bangalore,18936,18086,18736,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL79,On Shop, Chain,Accessories,16014,16214,1,600,0,Bangalore,16214,15614,16014,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL78,On Shop, Jeans - Denim,Casual Wear,3625,3825,1,900,0,Hyderabad,3825,2925,3625,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL77,On Shop, T-shirt,Semi Formal,16764,16964,1,600,0,Hyderabad,16964,16364,16764,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL79,On Shop, Chain,Accessories,14795,14995,1,14995,0,Hyderabad,14995,0,14795,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL99,On Shop, Shirt - PE,Semi Formal,15665,15865,1,800,0,Bangalore,15865,15065,15665,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL77,On Shop, T-shirt,Semi Formal,2665,2865,1,2865,0,Chennai,2865,0,2665,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL87,On Shop, Jeans - Denim,Casual Wear,1384,1584,1,900,0,Bangalore,1584,684,1384,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL88,On Shop, T-shirt,Semi Formal,2302,2502,1,600,0,Bangalore,2502,1902,2302,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL78,On Shop, Jeans - Denim,Casual Wear,7172,7372,1,7372,0,Chennai,7372,0,7172,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL91,On Shop, T-shirt,Semi Formal,13356,13556,1,600,0,Hyderabad,13556,12956,13356,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL89,On Shop, Jeans - Zara,Casual Wear,16331,16531,1,900,0,Bangalore,16531,15631,16331,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL98,On Shop, Chain,Accessories,17345,17545,1,600,0,Chennai,17545,16945,17345,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL98,On Shop, Jeans - Lega,Casual Wear,15838,16038,1,1000,0,Bangalore,16038,15038,15838,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL97,On Shop, Wallet,Accessories,4934,5134,1,500,0,Bangalore,5134,4634,4934,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL97,On Shop, Wallet,Accessories,18052,18252,1,900,0,Bangalore,18252,17352,18052,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL96,On Shop, Jeans - Levis,Casual Wear,15690,15890,1,1100,0,Bangalore,15890,14790,15690,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL95,On Shop, Jeans - Denim,Casual Wear,16969,17169,1,900,0,Bangalore,17169,16269,16969,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL95,On Shop, Jeans - Levis,Casual Wear,5530,5730,1,1100,0,Hyderabad,5730,4630,5530,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL95,On Shop, Jeans - Zara,Casual Wear,3860,4060,1,900,0,Hyderabad,4060,3160,3860,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL95,On Shop, Shirt - PE,Semi Formal,11313,11513,1,800,0,Hyderabad,11513,10713,11313,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL95,On Shop, Shirt - Arrow,Formal,17507,17707,1,1200,0,Bangalore,17707,16507,17507,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL81,On Shop, Jeans - Zara,Casual Wear,11703,11903,1,11903,0,Hyderabad,11903,0,11703,200,False,False,5.219016485455709,1.0,0
2019-03-09,BL95,On Shop, Jeans - Levis,Casual Wear,10633,10833,1,1100,0,Bangalore,10833,9733,10633,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL95,On Shop, shirt,Formal,12664,12864,1,850,0,Bangalore,12864,12014,12664,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL92,On Shop, T-shirt,Semi Formal,3574,3774,1,600,0,Chennai,3774,3174,3574,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL94,On Shop, Jeans - Levis,Casual Wear,18468,18668,1,1100,0,Chennai,18668,17568,18468,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL94,On Shop, T-shirt,Semi Formal,3159,3359,1,600,0,Bangalore,3359,2759,3159,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL93,On Shop, Jeans - Zara,Casual Wear,6281,6481,1,900,0,Chennai,6481,5581,6281,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL94,On Shop, T-shirt,Semi Formal,1371,1571,1,600,0,Bangalore,1571,971,1371,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL94,On Shop, Chain,Accessories,12719,12919,1,600,0,Hyderabad,12919,12319,12719,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL94,On Shop, T-shirt,Semi Formal,2710,2910,1,600,0,Bangalore,2910,2310,2710,200,False,True,5.219016485455709,1.0,1
2019-03-09,BL94,On Shop, Jeans - Levis,Casual Wear,5518,5718,3,3300,0,Chennai,17154,13854,16554,600,False,True,5.219016485455709,1.0,1
